"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Australia","Electricity - total solar production","2008","Kilowatt-hours, million","127",""
"Australia","Electricity - total solar production","2007","Kilowatt-hours, million","109",""
"Australia","Electricity - total solar production","2006","Kilowatt-hours, million","91",""
"Australia","Electricity - total solar production","2005","Kilowatt-hours, million","79",""
"Australia","Electricity - total solar production","2004","Kilowatt-hours, million","69",""
"Australia","Electricity - total solar production","2003","Kilowatt-hours, million","59",""
"Australia","Electricity - total solar production","2002","Kilowatt-hours, million","50",""
"Australia","Electricity - total solar production","2001","Kilowatt-hours, million","44",""
"Australia","Electricity - total solar production","2000","Kilowatt-hours, million","38",""
"Australia","Electricity - total solar production","1999","Kilowatt-hours, million","34",""
"Australia","Electricity - total solar production","1998","Kilowatt-hours, million","28",""
"Australia","Electricity - total solar production","1997","Kilowatt-hours, million","23",""
"Australia","Electricity - total solar production","1996","Kilowatt-hours, million","19",""
"Australia","Electricity - total solar production","1995","Kilowatt-hours, million","16",""
"Australia","Electricity - total solar production","1994","Kilowatt-hours, million","13",""
"Australia","Electricity - total solar production","1993","Kilowatt-hours, million","11",""
"Austria","Electricity - total solar production","2017","Kilowatt-hours, million","1269",""
"Austria","Electricity - total solar production","2016","Kilowatt-hours, million","1096",""
"Austria","Electricity - total solar production","2015","Kilowatt-hours, million","937",""
"Austria","Electricity - total solar production","2014","Kilowatt-hours, million","785",""
"Austria","Electricity - total solar production","2013","Kilowatt-hours, million","626",""
"Austria","Electricity - total solar production","2012","Kilowatt-hours, million","337",""
"Austria","Electricity - total solar production","2011","Kilowatt-hours, million","174",""
"Austria","Electricity - total solar production","2010","Kilowatt-hours, million","89",""
"Austria","Electricity - total solar production","2009","Kilowatt-hours, million","49",""
"Austria","Electricity - total solar production","2008","Kilowatt-hours, million","30",""
"Austria","Electricity - total solar production","2007","Kilowatt-hours, million","24",""
"Austria","Electricity - total solar production","2006","Kilowatt-hours, million","22",""
"Austria","Electricity - total solar production","2005","Kilowatt-hours, million","21",""
"Austria","Electricity - total solar production","2004","Kilowatt-hours, million","18",""
"Austria","Electricity - total solar production","2003","Kilowatt-hours, million","15",""
"Austria","Electricity - total solar production","2002","Kilowatt-hours, million","9",""
"Austria","Electricity - total solar production","2001","Kilowatt-hours, million","5",""
"Austria","Electricity - total solar production","2000","Kilowatt-hours, million","3",""
"Austria","Electricity - total solar production","1999","Kilowatt-hours, million","2",""
"Austria","Electricity - total solar production","1998","Kilowatt-hours, million","2",""
"Austria","Electricity - total solar production","1997","Kilowatt-hours, million","2",""
"Austria","Electricity - total solar production","1996","Kilowatt-hours, million","1",""
"Austria","Electricity - total solar production","1995","Kilowatt-hours, million","1",""
"Austria","Electricity - total solar production","1994","Kilowatt-hours, million","1",""
"Austria","Electricity - total solar production","1993","Kilowatt-hours, million","1",""
"Azerbaijan","Electricity - total solar production","2017","Kilowatt-hours, million","37",""
"Azerbaijan","Electricity - total solar production","2016","Kilowatt-hours, million","35",""
"Azerbaijan","Electricity - total solar production","2015","Kilowatt-hours, million","5",""
"Azerbaijan","Electricity - total solar production","2014","Kilowatt-hours, million","3",""
"Azerbaijan","Electricity - total solar production","2013","Kilowatt-hours, million","1",""
"Bahrain","Electricity - total solar production","2017","Kilowatt-hours, million","9","1"
"Bahrain","Electricity - total solar production","2016","Kilowatt-hours, million","9",""
"Bahrain","Electricity - total solar production","2015","Kilowatt-hours, million","9",""
"Bangladesh","Electricity - total solar production","2017","Kilowatt-hours, million","177",""
"Bangladesh","Electricity - total solar production","2016","Kilowatt-hours, million","165",""
"Bangladesh","Electricity - total solar production","2015","Kilowatt-hours, million","154",""
"Bangladesh","Electricity - total solar production","2014","Kilowatt-hours, million","145",""
"Bangladesh","Electricity - total solar production","2013","Kilowatt-hours, million","136",""
"Barbados","Electricity - total solar production","2017","Kilowatt-hours, million","30","1"
"Barbados","Electricity - total solar production","2016","Kilowatt-hours, million","30",""
"Barbados","Electricity - total solar production","2015","Kilowatt-hours, million","14",""
"Barbados","Electricity - total solar production","2014","Kilowatt-hours, million","10",""
"Barbados","Electricity - total solar production","2013","Kilowatt-hours, million","4",""
"Barbados","Electricity - total solar production","2012","Kilowatt-hours, million","3",""
"Barbados","Electricity - total solar production","2011","Kilowatt-hours, million","3",""
"Barbados","Electricity - total solar production","2010","Kilowatt-hours, million","2",""
"Barbados","Electricity - total solar production","2009","Kilowatt-hours, million","1",""
"Belarus","Electricity - total solar production","2017","Kilowatt-hours, million","89",""
"Belarus","Electricity - total solar production","2016","Kilowatt-hours, million","28",""
"Belarus","Electricity - total solar production","2015","Kilowatt-hours, million","8",""
"Belarus","Electricity - total solar production","2014","Kilowatt-hours, million","1",""
"Belgium","Electricity - total solar production","2017","Kilowatt-hours, million","3287",""
"Belgium","Electricity - total solar production","2016","Kilowatt-hours, million","3092",""
"Belgium","Electricity - total solar production","2015","Kilowatt-hours, million","3053",""
"Belgium","Electricity - total solar production","2014","Kilowatt-hours, million","2883",""
"Belgium","Electricity - total solar production","2013","Kilowatt-hours, million","2644",""
"Belgium","Electricity - total solar production","2012","Kilowatt-hours, million","2148",""
"Belgium","Electricity - total solar production","2011","Kilowatt-hours, million","1169",""
"Belgium","Electricity - total solar production","2010","Kilowatt-hours, million","560",""
"Belgium","Electricity - total solar production","2009","Kilowatt-hours, million","166",""
"Belgium","Electricity - total solar production","2008","Kilowatt-hours, million","42",""
"Belgium","Electricity - total solar production","2007","Kilowatt-hours, million","6",""
"Belgium","Electricity - total solar production","2006","Kilowatt-hours, million","2",""
"Belgium","Electricity - total solar production","2005","Kilowatt-hours, million","1",""
"Belgium","Electricity - total solar production","2004","Kilowatt-hours, million","1",""
"Benin","Electricity - total solar production","2017","Kilowatt-hours, million","5",""
"Benin","Electricity - total solar production","2016","Kilowatt-hours, million","5",""
"Benin","Electricity - total solar production","2015","Kilowatt-hours, million","5",""
"Bolivia (Plur. State of)","Electricity - total solar production","2017","Kilowatt-hours, million","11",""
"Bolivia (Plur. State of)","Electricity - total solar production","2016","Kilowatt-hours, million","11",""
"Bolivia (Plur. State of)","Electricity - total solar production","2015","Kilowatt-hours, million","11",""
"Bolivia (Plur. State of)","Electricity - total solar production","2014","Kilowatt-hours, million","6",""
"Bolivia (Plur. State of)","Electricity - total solar production","2013","Kilowatt-hours, million","3",""
"Bolivia (Plur. State of)","Electricity - total solar production","2012","Kilowatt-hours, million","3",""
"Bolivia (Plur. State of)","Electricity - total solar production","2011","Kilowatt-hours, million","3",""
"Bolivia (Plur. State of)","Electricity - total solar production","2010","Kilowatt-hours, million","3",""
"Bolivia (Plur. State of)","Electricity - total solar production","2009","Kilowatt-hours, million","2",""
"Bolivia (Plur. State of)","Electricity - total solar production","2008","Kilowatt-hours, million","1",""
"Bonaire, St Eustatius, Saba","Electricity - total solar production","2017","Kilowatt-hours, million","5","1"
"Bonaire, St Eustatius, Saba","Electricity - total solar production","2016","Kilowatt-hours, million","5","1"
"Bosnia and Herzegovina","Electricity - total solar production","2017","Kilowatt-hours, million","21",""
"Bosnia and Herzegovina","Electricity - total solar production","2016","Kilowatt-hours, million","24",""
"Botswana","Electricity - total solar production","2017","Kilowatt-hours, million","2",""
"Botswana","Electricity - total solar production","2016","Kilowatt-hours, million","2",""
"Botswana","Electricity - total solar production","2015","Kilowatt-hours, million","1.3",""
"Botswana","Electricity - total solar production","2014","Kilowatt-hours, million","1.3",""
"Botswana","Electricity - total solar production","2013","Kilowatt-hours, million","1.3",""
"Botswana","Electricity - total solar production","2012","Kilowatt-hours, million","1.3",""
"Brazil","Electricity - total solar production","2018","Kilowatt-hours, million","2964",""
"Brazil","Electricity - total solar production","2017","Kilowatt-hours, million","666",""
"Brazil","Electricity - total solar production","2016","Kilowatt-hours, million","85",""
"Brazil","Electricity - total solar production","2015","Kilowatt-hours, million","59",""
"Brazil","Electricity - total solar production","2014","Kilowatt-hours, million","16",""
"Brazil","Electricity - total solar production","2013","Kilowatt-hours, million","7",""
"British Virgin Islands","Electricity - total solar production","2017","Kilowatt-hours, million","0.4","1"
"British Virgin Islands","Electricity - total solar production","2016","Kilowatt-hours, million","0.7","1"
"British Virgin Islands","Electricity - total solar production","2015","Kilowatt-hours, million","0.67","1"
"British Virgin Islands","Electricity - total solar production","2014","Kilowatt-hours, million","0.67","1"
"British Virgin Islands","Electricity - total solar production","2013","Kilowatt-hours, million","0.29","1"
"British Virgin Islands","Electricity - total solar production","2012","Kilowatt-hours, million","0.02","1"
"British Virgin Islands","Electricity - total solar production","2011","Kilowatt-hours, million","0.02","1"
"Brunei Darussalam","Electricity - total solar production","2018","Kilowatt-hours, million","2",""
"Brunei Darussalam","Electricity - total solar production","2017","Kilowatt-hours, million","2",""
"Brunei Darussalam","Electricity - total solar production","2016","Kilowatt-hours, million","1",""
"Brunei Darussalam","Electricity - total solar production","2015","Kilowatt-hours, million","2",""
"Brunei Darussalam","Electricity - total solar production","2014","Kilowatt-hours, million","2",""
"Brunei Darussalam","Electricity - total solar production","2013","Kilowatt-hours, million","2",""
"Brunei Darussalam","Electricity - total solar production","2012","Kilowatt-hours, million","2",""
"Brunei Darussalam","Electricity - total solar production","2011","Kilowatt-hours, million","2",""
"Bulgaria","Electricity - total solar production","2017","Kilowatt-hours, million","1403",""
"Bulgaria","Electricity - total solar production","2016","Kilowatt-hours, million","1386",""
"Bulgaria","Electricity - total solar production","2015","Kilowatt-hours, million","1383",""
"Bulgaria","Electricity - total solar production","2014","Kilowatt-hours, million","1252",""
"Bulgaria","Electricity - total solar production","2013","Kilowatt-hours, million","1361",""
"Bulgaria","Electricity - total solar production","2012","Kilowatt-hours, million","814",""
"Bulgaria","Electricity - total solar production","2011","Kilowatt-hours, million","101",""
"Bulgaria","Electricity - total solar production","2010","Kilowatt-hours, million","15",""
"Bulgaria","Electricity - total solar production","2009","Kilowatt-hours, million","3",""
"Burkina Faso","Electricity - total solar production","2017","Kilowatt-hours, million","9.4",""
"Cabo Verde","Electricity - total solar production","2017","Kilowatt-hours, million","6.6",""
"Cabo Verde","Electricity - total solar production","2016","Kilowatt-hours, million","5.6",""
"Cabo Verde","Electricity - total solar production","2015","Kilowatt-hours, million","6.2",""
"Cabo Verde","Electricity - total solar production","2014","Kilowatt-hours, million","5.02",""
"Cabo Verde","Electricity - total solar production","2013","Kilowatt-hours, million","7.28",""
"Cabo Verde","Electricity - total solar production","2012","Kilowatt-hours, million","7.49",""
"Cabo Verde","Electricity - total solar production","2011","Kilowatt-hours, million","8.96",""
"Cabo Verde","Electricity - total solar production","2010","Kilowatt-hours, million","2.11",""
"Cabo Verde","Electricity - total solar production","2009","Kilowatt-hours, million","0",""
"Cabo Verde","Electricity - total solar production","2008","Kilowatt-hours, million","0",""
"Cabo Verde","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"Cambodia","Electricity - total solar production","2017","Kilowatt-hours, million","5",""
"Cambodia","Electricity - total solar production","2016","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2015","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2014","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2013","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2012","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2011","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2010","Kilowatt-hours, million","3",""
"Cambodia","Electricity - total solar production","2009","Kilowatt-hours, million","2",""
"Cambodia","Electricity - total solar production","2008","Kilowatt-hours, million","2",""
"Cambodia","Electricity - total solar production","2007","Kilowatt-hours, million","2",""
"Cambodia","Electricity - total solar production","2006","Kilowatt-hours, million","2",""
"Cambodia","Electricity - total solar production","2005","Kilowatt-hours, million","1",""
"Cameroon","Electricity - total solar production","2017","Kilowatt-hours, million","12",""
"Cameroon","Electricity - total solar production","2016","Kilowatt-hours, million","12",""
"Cameroon","Electricity - total solar production","2015","Kilowatt-hours, million","10",""
"Cameroon","Electricity - total solar production","2014","Kilowatt-hours, million","7",""
"Cameroon","Electricity - total solar production","2013","Kilowatt-hours, million","5",""
"Cameroon","Electricity - total solar production","2012","Kilowatt-hours, million","4",""
"Cameroon","Electricity - total solar production","2011","Kilowatt-hours, million","3",""
"Cameroon","Electricity - total solar production","2010","Kilowatt-hours, million","1",""
"Cameroon","Electricity - total solar production","2009","Kilowatt-hours, million","1",""
"Canada","Electricity - total solar production","2017","Kilowatt-hours, million","3573",""
"Canada","Electricity - total solar production","2016","Kilowatt-hours, million","3265",""
"Canada","Electricity - total solar production","2015","Kilowatt-hours, million","2895",""
"Canada","Electricity - total solar production","2014","Kilowatt-hours, million","2120",""
"Canada","Electricity - total solar production","2013","Kilowatt-hours, million","1499",""
"Canada","Electricity - total solar production","2012","Kilowatt-hours, million","881",""
"Canada","Electricity - total solar production","2011","Kilowatt-hours, million","572",""
"Canada","Electricity - total solar production","2010","Kilowatt-hours, million","255",""
"Canada","Electricity - total solar production","2009","Kilowatt-hours, million","109",""
"Canada","Electricity - total solar production","2008","Kilowatt-hours, million","35",""
"Canada","Electricity - total solar production","2007","Kilowatt-hours, million","26",""
"Canada","Electricity - total solar production","2006","Kilowatt-hours, million","21",""
"Canada","Electricity - total solar production","2005","Kilowatt-hours, million","17",""
"Canada","Electricity - total solar production","2004","Kilowatt-hours, million","13",""
"Canada","Electricity - total solar production","2003","Kilowatt-hours, million","23",""
"Canada","Electricity - total solar production","2002","Kilowatt-hours, million","22",""
"Canada","Electricity - total solar production","2001","Kilowatt-hours, million","19",""
"Canada","Electricity - total solar production","2000","Kilowatt-hours, million","16",""
"Canada","Electricity - total solar production","1999","Kilowatt-hours, million","13",""
"Canada","Electricity - total solar production","1998","Kilowatt-hours, million","10",""
"Canada","Electricity - total solar production","1997","Kilowatt-hours, million","7",""
"Canada","Electricity - total solar production","1996","Kilowatt-hours, million","6",""
"Canada","Electricity - total solar production","1995","Kilowatt-hours, million","4",""
"Canada","Electricity - total solar production","1994","Kilowatt-hours, million","3",""
"Canada","Electricity - total solar production","1993","Kilowatt-hours, million","3",""
"Canada","Electricity - total solar production","1992","Kilowatt-hours, million","2",""
"Central African Rep.","Electricity - total solar production","2018","Kilowatt-hours, million","8",""
"Central African Rep.","Electricity - total solar production","2017","Kilowatt-hours, million","8",""
"Central African Rep.","Electricity - total solar production","2016","Kilowatt-hours, million","7",""
"Central African Rep.","Electricity - total solar production","2015","Kilowatt-hours, million","7",""
"Central African Rep.","Electricity - total solar production","2014","Kilowatt-hours, million","7",""
"Central African Rep.","Electricity - total solar production","2013","Kilowatt-hours, million","5",""
"Central African Rep.","Electricity - total solar production","2012","Kilowatt-hours, million","1",""
"Central African Rep.","Electricity - total solar production","2011","Kilowatt-hours, million","1",""
"Chile","Electricity - total solar production","2017","Kilowatt-hours, million","3914",""
"Chile","Electricity - total solar production","2016","Kilowatt-hours, million","2639",""
"Chile","Electricity - total solar production","2015","Kilowatt-hours, million","1261",""
"Chile","Electricity - total solar production","2014","Kilowatt-hours, million","480",""
"Chile","Electricity - total solar production","2013","Kilowatt-hours, million","8",""
"Chile","Electricity - total solar production","2012","Kilowatt-hours, million","0",""
"Chile","Electricity - total solar production","2011","Kilowatt-hours, million","0",""
"China","Electricity - total solar production","2017","Kilowatt-hours, million","96721",""
"China","Electricity - total solar production","2016","Kilowatt-hours, million","61586",""
"China","Electricity - total solar production","2015","Kilowatt-hours, million","38776",""
"China","Electricity - total solar production","2014","Kilowatt-hours, million","15189",""
"China","Electricity - total solar production","2013","Kilowatt-hours, million","5564",""
"Colombia","Electricity - total solar production","2018","Kilowatt-hours, million","11",""
"Colombia","Electricity - total solar production","2017","Kilowatt-hours, million","5",""
"Congo","Electricity - total solar production","2017","Kilowatt-hours, million","576",""
"Congo","Electricity - total solar production","2016","Kilowatt-hours, million","576",""
"Congo","Electricity - total solar production","2015","Kilowatt-hours, million","576",""
"Congo","Electricity - total solar production","2014","Kilowatt-hours, million","256",""
"Congo","Electricity - total solar production","2013","Kilowatt-hours, million","256",""
"Congo","Electricity - total solar production","2012","Kilowatt-hours, million","128",""
"Congo","Electricity - total solar production","2011","Kilowatt-hours, million","128",""
"Cook Islands","Electricity - total solar production","2017","Kilowatt-hours, million","3.6","1"
"Cook Islands","Electricity - total solar production","2016","Kilowatt-hours, million","3.6","1"
"Cook Islands","Electricity - total solar production","2015","Kilowatt-hours, million","2.4","1"
"Cook Islands","Electricity - total solar production","2014","Kilowatt-hours, million","2.6","1"
"Cook Islands","Electricity - total solar production","2013","Kilowatt-hours, million","1.4","1"
"Cook Islands","Electricity - total solar production","2012","Kilowatt-hours, million","1.4","1"
"Cook Islands","Electricity - total solar production","2011","Kilowatt-hours, million","0.9","1"
"Costa Rica","Electricity - total solar production","2018","Kilowatt-hours, million","55.3383",""
"Costa Rica","Electricity - total solar production","2017","Kilowatt-hours, million","27.9011",""
"Costa Rica","Electricity - total solar production","2016","Kilowatt-hours, million","2.41333333333333",""
"Costa Rica","Electricity - total solar production","2015","Kilowatt-hours, million","2.53388888888889",""
"Costa Rica","Electricity - total solar production","2014","Kilowatt-hours, million","2.465556",""
"Costa Rica","Electricity - total solar production","2013","Kilowatt-hours, million","2.443333",""
"Costa Rica","Electricity - total solar production","2012","Kilowatt-hours, million","1.296944",""
"Costa Rica","Electricity - total solar production","2011","Kilowatt-hours, million","0.479722",""
"Costa Rica","Electricity - total solar production","2010","Kilowatt-hours, million","0.258333",""
"Costa Rica","Electricity - total solar production","2009","Kilowatt-hours, million","0.177777777777778",""
"Costa Rica","Electricity - total solar production","2008","Kilowatt-hours, million","0.177777777777778",""
"Costa Rica","Electricity - total solar production","2007","Kilowatt-hours, million","0.177777777777778",""
"Costa Rica","Electricity - total solar production","2006","Kilowatt-hours, million","0.177777777777778",""
"Costa Rica","Electricity - total solar production","2005","Kilowatt-hours, million","0.172222222222222",""
"Costa Rica","Electricity - total solar production","1997","Kilowatt-hours, million","76",""
"Costa Rica","Electricity - total solar production","1996","Kilowatt-hours, million","23",""
"Costa Rica","Electricity - total solar production","1995","Kilowatt-hours, million","23","1"
"Croatia","Electricity - total solar production","2017","Kilowatt-hours, million","79",""
"Croatia","Electricity - total solar production","2016","Kilowatt-hours, million","66",""
"Croatia","Electricity - total solar production","2015","Kilowatt-hours, million","57",""
"Croatia","Electricity - total solar production","2014","Kilowatt-hours, million","35",""
"Croatia","Electricity - total solar production","2013","Kilowatt-hours, million","11",""
"Croatia","Electricity - total solar production","2012","Kilowatt-hours, million","2",""
"Croatia","Electricity - total solar production","2011","Kilowatt-hours, million","0",""
"Croatia","Electricity - total solar production","2010","Kilowatt-hours, million","0",""
"Croatia","Electricity - total solar production","2009","Kilowatt-hours, million","0",""
"Croatia","Electricity - total solar production","2008","Kilowatt-hours, million","0",""
"Croatia","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"Cuba","Electricity - total solar production","2018","Kilowatt-hours, million","124.3","1"
"Cuba","Electricity - total solar production","2017","Kilowatt-hours, million","60.2","1"
"Cuba","Electricity - total solar production","2016","Kilowatt-hours, million","39.1","1"
"Cuba","Electricity - total solar production","2015","Kilowatt-hours, million","29.1","1"
"Cuba","Electricity - total solar production","2014","Kilowatt-hours, million","18.1","1"
"Cuba","Electricity - total solar production","2013","Kilowatt-hours, million","3","1"
"Cuba","Electricity - total solar production","2012","Kilowatt-hours, million","1","1"
"Cuba","Electricity - total solar production","2011","Kilowatt-hours, million","2","1"
"Cuba","Electricity - total solar production","2010","Kilowatt-hours, million","0",""
"Curaçao","Electricity - total solar production","2017","Kilowatt-hours, million","31",""
"Curaçao","Electricity - total solar production","2016","Kilowatt-hours, million","29",""
"Curaçao","Electricity - total solar production","2015","Kilowatt-hours, million","17",""
"Curaçao","Electricity - total solar production","2014","Kilowatt-hours, million","13",""
"Curaçao","Electricity - total solar production","2013","Kilowatt-hours, million","5",""
"Cyprus","Electricity - total solar production","2017","Kilowatt-hours, million","172",""
"Cyprus","Electricity - total solar production","2016","Kilowatt-hours, million","146",""
"Cyprus","Electricity - total solar production","2015","Kilowatt-hours, million","126",""
"Cyprus","Electricity - total solar production","2014","Kilowatt-hours, million","84",""
"Cyprus","Electricity - total solar production","2013","Kilowatt-hours, million","47",""
"Cyprus","Electricity - total solar production","2012","Kilowatt-hours, million","22",""
"Cyprus","Electricity - total solar production","2011","Kilowatt-hours, million","12",""
"Cyprus","Electricity - total solar production","2010","Kilowatt-hours, million","7",""
"Cyprus","Electricity - total solar production","2009","Kilowatt-hours, million","4",""
"Cyprus","Electricity - total solar production","2008","Kilowatt-hours, million","3",""
"Cyprus","Electricity - total solar production","2007","Kilowatt-hours, million","2",""
"Cyprus","Electricity - total solar production","2006","Kilowatt-hours, million","1",""
"Cyprus","Electricity - total solar production","2005","Kilowatt-hours, million","1",""
"Czechia","Electricity - total solar production","2017","Kilowatt-hours, million","2193",""
"Czechia","Electricity - total solar production","2016","Kilowatt-hours, million","2131",""
"Czechia","Electricity - total solar production","2015","Kilowatt-hours, million","2264",""
"Czechia","Electricity - total solar production","2014","Kilowatt-hours, million","2123",""
"Czechia","Electricity - total solar production","2013","Kilowatt-hours, million","2033",""
"Czechia","Electricity - total solar production","2012","Kilowatt-hours, million","2149",""
"Czechia","Electricity - total solar production","2011","Kilowatt-hours, million","2182",""
"Czechia","Electricity - total solar production","2010","Kilowatt-hours, million","616",""
"Czechia","Electricity - total solar production","2009","Kilowatt-hours, million","89",""
"Czechia","Electricity - total solar production","2008","Kilowatt-hours, million","13",""
"Czechia","Electricity - total solar production","2007","Kilowatt-hours, million","2",""
"Czechia","Electricity - total solar production","2006","Kilowatt-hours, million","1",""
"Denmark","Electricity - total solar production","2017","Kilowatt-hours, million","751",""
"Denmark","Electricity - total solar production","2016","Kilowatt-hours, million","744",""
"Denmark","Electricity - total solar production","2015","Kilowatt-hours, million","604",""
"Denmark","Electricity - total solar production","2014","Kilowatt-hours, million","596",""
"Denmark","Electricity - total solar production","2013","Kilowatt-hours, million","518",""
"Denmark","Electricity - total solar production","2012","Kilowatt-hours, million","104",""
"Denmark","Electricity - total solar production","2011","Kilowatt-hours, million","15",""
"Denmark","Electricity - total solar production","2010","Kilowatt-hours, million","6",""
"Denmark","Electricity - total solar production","2009","Kilowatt-hours, million","4",""
"Denmark","Electricity - total solar production","2008","Kilowatt-hours, million","3",""
"Denmark","Electricity - total solar production","2007","Kilowatt-hours, million","2",""
"Denmark","Electricity - total solar production","2006","Kilowatt-hours, million","2",""
"Denmark","Electricity - total solar production","2005","Kilowatt-hours, million","2",""
"Denmark","Electricity - total solar production","2004","Kilowatt-hours, million","2",""
"Denmark","Electricity - total solar production","2003","Kilowatt-hours, million","2",""
"Denmark","Electricity - total solar production","2002","Kilowatt-hours, million","1",""
"Denmark","Electricity - total solar production","2001","Kilowatt-hours, million","1",""
"Denmark","Electricity - total solar production","2000","Kilowatt-hours, million","1",""
"Denmark","Electricity - total solar production","1999","Kilowatt-hours, million","1",""
"Dominican Republic","Electricity - total solar production","2018","Kilowatt-hours, million","230.44",""
"Dominican Republic","Electricity - total solar production","2017","Kilowatt-hours, million","140.07",""
"Dominican Republic","Electricity - total solar production","2016","Kilowatt-hours, million","75.12",""
"Dominican Republic","Electricity - total solar production","2015","Kilowatt-hours, million","32.4",""
"Dominican Republic","Electricity - total solar production","2014","Kilowatt-hours, million","18.3",""
"Dominican Republic","Electricity - total solar production","2013","Kilowatt-hours, million","9.4",""
"Dominican Republic","Electricity - total solar production","2012","Kilowatt-hours, million","1.1",""
"Dominican Republic","Electricity - total solar production","2011","Kilowatt-hours, million","0",""
"Ecuador","Electricity - total solar production","2018","Kilowatt-hours, million","38.08",""
"Ecuador","Electricity - total solar production","2017","Kilowatt-hours, million","37.48",""
"Ecuador","Electricity - total solar production","2016","Kilowatt-hours, million","38.75",""
"Ecuador","Electricity - total solar production","2015","Kilowatt-hours, million","36.06",""
"Ecuador","Electricity - total solar production","2014","Kilowatt-hours, million","16.48",""
"Ecuador","Electricity - total solar production","2013","Kilowatt-hours, million","3.66",""
"Ecuador","Electricity - total solar production","2012","Kilowatt-hours, million","0.326",""
"Ecuador","Electricity - total solar production","2011","Kilowatt-hours, million","0.058",""
"Ecuador","Electricity - total solar production","2010","Kilowatt-hours, million","0",""
"Ecuador","Electricity - total solar production","2009","Kilowatt-hours, million","0.008",""
"Ecuador","Electricity - total solar production","2008","Kilowatt-hours, million","0.027",""
"Ecuador","Electricity - total solar production","2007","Kilowatt-hours, million","0.018",""
"Egypt","Electricity - total solar production","2017","Kilowatt-hours, million","580",""
"Egypt","Electricity - total solar production","2016","Kilowatt-hours, million","168",""
